//Flight 0
//Date 2008/04/28
Random  Base1
  3.186667           51494.80 
  3.186806           51492.40 
  3.186944           51481.60 
  3.187083           51491.30 
  3.187222           51492.40 
  3.187361           51492.00 
  3.187500           51491.80 
  3.187639           51491.30 
  3.187778           51490.10 
  3.187917           51491.10 
  3.188056           51491.40 
  3.188194           51491.50 
  3.188333           51490.80 
  3.188472           51492.30 
  3.188611           51490.20 
  3.188750           51491.00 
  3.188889           51492.30 
  3.189028           51491.00 
  3.189167           51487.40 
  3.189306           51493.40 
  3.189444           51502.30 
  3.189583           51483.10 
  3.189722           51495.30 
  3.189861           51493.40 
  3.190000           51490.60 
  3.190139           51491.40 
  3.190278           51491.20 
  3.190417           51491.80 
  3.190556           51491.60 
  3.190694           51491.70 
  3.190833           51490.30 
  3.190972           51492.10 
  3.191111           51491.00 
  3.191250           51491.30 
  3.191389           51492.40 
  3.191528           51492.60 
  3.191667           51490.60 
  3.191806           51478.00 
  3.191944           51486.00 
  3.192083           51263.00 
  3.192222           51507.40 
  3.192361           51494.90 
  3.192500           51490.60 
  3.192639           51489.80 
  3.192778           51491.50 
  3.192917           51490.70 
  3.193056           51492.20 
  3.193194           51491.00 
  3.193333           51491.30 
  3.193472           51492.00 
  3.193611           51490.90 
  3.193750           51492.80 
  3.193889           51491.70 
  3.194028           51491.40 
  3.194167           51493.00 
  3.194306           51492.60 
  3.194444           51491.40 
  3.194583           51490.40 
  3.194722           51490.90 
  3.194861           51491.30 
  3.195000           51491.60 
  3.195139           51491.60 
  3.195278           51491.90 
  3.195417           51491.70 
  3.195556           51490.90 
  3.195694           51491.60 
  3.195833           51484.90 
  3.195972           51467.80 
  3.196111           51489.40 
  3.196250           51492.40 
  3.196389           51490.00 
  3.196528           51493.00 
  3.196667           51489.60 
  3.196806           51493.10 
  3.196944           51250.70 
  3.197083           51484.60 
  3.197222           51488.90 
  3.197361           50563.90 
  3.197500           53997.10 
  3.197639           48215.60 
  3.197778           47772.10 
  3.197917           48623.30 
  3.198056           50856.50 
  3.198194           49408.70 
  3.198333           47943.00 
  3.198472           46481.00 
  3.198611           46549.50 
  3.198750           47949.30 
  3.198889           50777.90 
  3.199028           51242.70 
  3.199167           51492.10 
  3.199306           51500.60 
  3.199444           51499.20 
  3.199583           51484.60 
  3.199722           51517.30 
  3.199861           51493.10 
  3.200000           51491.80 
  3.200139           51492.30 
  3.200278           51490.30 
  3.200417           51490.90 
  3.200556           51490.80 
  3.200694           51491.10 
  3.200833           51491.90 
  3.200972           51491.10 
  3.201111           51489.20 
  3.201250           51494.00 
  3.201389           51500.10 
  3.201528           50745.00 
  3.201667           51491.00 
  3.201806           51225.20 
  3.201944           51476.30 
  3.202083           51456.00 
  3.202222           51495.60 
  3.202361           51492.40 
  3.202500           51489.50 
  3.202639           51492.20 
  3.202778           51490.90 
  3.202917           51490.80 
  3.203056           51492.10 
  3.203194           51491.50 
  3.203333           51491.30 
  3.203472           51490.90 
  3.203611           51490.10 
  3.203750           51471.30 
  3.203889           48412.30 
  3.204028           49411.40 
  3.204167           49611.00 
  3.204306           49085.80 
  3.204444           54763.70 
  3.204583           50398.60 
  3.204722           51112.80 
  3.204861           51247.00 
  3.205000           51257.00 
  3.205139           51488.60 
  3.205278           51469.60 
  3.205417           51490.40 
  3.205556           51491.00 
  3.205694           51491.50 
  3.205833           51491.20 
  3.205972           51491.50 
  3.206111           51491.80 
  3.206250           51491.50 
  3.206389           51491.30 
  3.206528           51491.20 
  3.206667           51489.80 
  3.206806           51490.40 
  3.206944           51485.70 
  3.207083           50574.80 
  3.207222           54303.50 
  3.207361           49373.60 
  3.207500           51295.70 
  3.207639           50769.10 
  3.207778           51490.00 
  3.207917           51024.10 
  3.208056           50541.40 
  3.208194           50903.50 
  3.208333           49839.50 
  3.208472           51503.00 
  3.208611           51022.90 
  3.208750           51225.90 
  3.208889           51240.60 
  3.209028           51487.70 
  3.209167           51484.70 
  3.209306           51491.30 
  3.209444           51491.90 
  3.209583           51491.30 
  3.209722           51463.10 
  3.209861           51493.60 
  3.210000           51490.50 
  3.210139           51490.00 
  3.210278           51494.80 
  3.210417           51491.10 
  3.210556           51491.00 
  3.210694           51491.90 
  3.210833           51491.20 
  3.210972           51491.40 
  3.211111           51491.40 
  3.211250           51491.20 
  3.211389           51492.30 
  3.211528           51492.20 
  3.211667           51489.70 
  3.211806           51498.90 
  3.211944           51490.50 
  3.212083           51491.10 
  3.212222           51492.50 
  3.212361           51491.00 
  3.212500           51491.70 
  3.212639           51492.10 
  3.212778           51491.80 
  3.212917           51490.20 
  3.213056           51491.80 
  3.213194           51491.30 
  3.213333           51503.00 
  3.213472           51491.70 
  3.213611           51491.80 
  3.213750           51492.50 
  3.213889           51492.30 
  3.214028           51491.90 
  3.214167           51492.60 
  3.214306           51492.50 
  3.214444           51492.80 
  3.214583           51493.00 
  3.214722           51492.30 
  3.214861           51490.20 
  3.215000           51493.30 
  3.215139           51490.90 
  3.215278           51491.80 
  3.215417           51490.10 
  3.215556           51492.50 
  3.215694           51490.70 
  3.215833           51492.80 
  3.215972           51490.30 
  3.216111           51491.00 
  3.216250           51491.20 
  3.216389           51495.30 
  3.216528           51267.60 
  3.216667           50992.00 
  3.216806           51006.50 
  3.216944           51495.50 
  3.217083           51477.30 
  3.217222           51493.80 
  3.217361           51508.50 
  3.217500           51477.40 
  3.217639           51502.60 
  3.217778           51491.90 
  3.217917           51492.50 
  3.218056           51490.70 
  3.218194           51492.10 
  3.218333           51491.60 
  3.218472           51492.30 
  3.218611           51493.80 
  3.218750           51492.20 
  3.218889           51491.20 
  3.219028           51491.10 
  3.219167           51491.60 
  3.219306           51492.60 
  3.219444           51490.90 
  3.219583           51490.70 
  3.219722           51492.00 
  3.219861           51492.70 
  3.220000           51492.60 
  3.220139           51492.60 
  3.220278           51491.90 
  3.220417           51489.30 
  3.220556           51490.70 
  3.220694           51492.50 
  3.220833           51489.70 
  3.220972           51496.80 
  3.221111           51495.80 
  3.221250           51483.70 
  3.221389           51493.10 
  3.221528           48393.30 
  3.221667           53578.70 
  3.221806           48558.50 
  3.221944           48929.20 
  3.222083           48916.50 
  3.222222           48565.10 
  3.222361           54271.10 
  3.222500           49199.40 
  3.222639           49850.30 
  3.222778           50056.90 
  3.222917           50308.50 
  3.223056           51211.80 
  3.223194           51446.30 
  3.223333           51485.10 
  3.223472           51454.40 
  3.223611           51487.10 
  3.223750           51488.80 
  3.223889           51021.80 
  3.224028           51470.90 
  3.224167           49384.30 
  3.224306           51297.50 
  3.224444           51259.70 
  3.224583           51502.30 
  3.224722           48409.00 
  3.224861           54413.80 
  3.225000           50033.40 
  3.225139           49904.40 
  3.225278           50305.30 
  3.225417           50347.80 
  3.225556           50542.00 
  3.225694           51015.00 
  3.225833           51481.40 
  3.225972           50996.50 
  3.226111           51480.60 
  3.226250           51164.60 
  3.226389           50841.50 
  3.226528           51479.60 
  3.226667           51494.00 
  3.226806           51495.50 
  3.226944           51494.60 
  3.227083           51484.30 
  3.227222           51497.10 
  3.227361           51491.30 
  3.227500           51491.50 
  3.227639           51492.60 
  3.227778           51493.00 
  3.227917           51492.20 
  3.228056           51492.00 
  3.228194           51492.90 
  3.228333           51491.10 
  3.228472           51493.00 
  3.228611           51491.40 
  3.228750           51490.50 
  3.228889           51493.10 
  3.229028           51491.90 
  3.229167           51493.80 
  3.229306           51490.80 
  3.229444           51491.70 
  3.229583           51491.80 
  3.229722           51491.70 
  3.229861           51491.60 
  3.230000           51490.30 
  3.230139           51490.90 
  3.230278           51490.40 
  3.230417           51491.40 
  3.230556           51491.60 
  3.230694           51491.70 
  3.230833           51491.20 
  3.230972           51491.30 
  3.231111           51490.20 
  3.231250           51494.90 
  3.231389           51487.40 
  3.231528           51493.90 
  3.231667           51490.10 
  3.231806           51493.00 
  3.231944           51490.90 
  3.232083           51491.20 
  3.232222           51492.70 
  3.232361           51491.70 
  3.232500           51491.70 
  3.232639           51491.20 
  3.232778           51491.70 
  3.232917           51492.10 
  3.233056           51490.10 
  3.233194           51491.10 
  3.233333           51491.90 
  3.233472           51387.20 
  3.233611           51491.90 
  3.233750           51491.20 
  3.233889           51485.70 
  3.234028           51490.40 
  3.234167           51491.10 
  3.234306           51499.30 
  3.234444           51498.70 
  3.234583           50995.00 
  3.234722           51500.60 
  3.234861           51023.00 
  3.235000           51035.80 
  3.235139           51235.40 
  3.235278           51493.30 
  3.235417           51489.80 
  3.235556           51492.20 
  3.235694           51490.90 
  3.235833           51491.50 
  3.235972           51490.50 
  3.236111           51492.40 
  3.236250           51490.60 
  3.236389           51487.90 
  3.236528           51489.60 
  3.236667           51482.30 
  3.236806           51491.70 
  3.236944           51493.30 
  3.237083           51492.00 
  3.237222           51490.80 
  3.237361           51492.40 
  3.237500           51491.00 
  3.237639           51492.70 
  3.237778           51490.60 
  3.237917           51492.50 
  3.238056           51490.80 
  3.238194           51491.90 
  3.238333           51492.60 
  3.238472           51490.90 
  3.238611           51492.40 
  3.238750           51491.00 
  3.238889           51491.20 
  3.239028           51489.80 
  3.239167           51491.00 
  3.239306           51490.90 
  3.239444           51490.40 
  3.239583           51490.40 
  3.239722           51491.60 
  3.239861           51491.70 
  3.240000           51490.70 
  3.240139           51491.50 
  3.240278           51490.70 
  3.240417           51492.40 
  3.240556           51491.70 
  3.240694           51492.40 
  3.240833           51491.00 
  3.240972           51490.80 
  3.241111           51492.50 
  3.241250           51492.30 
  3.241389           51490.80 
  3.241528           51492.90 
  3.241667           51493.60 
  3.241806           51491.00 
  3.241944           51492.20 
  3.242083           51491.30 
  3.242222           51492.10 
  3.242361           51492.10 
  3.242500           51492.30 
  3.242639           51492.00 
  3.242778           51492.40 
  3.242917           51490.70 
  3.243056           51492.40 
  3.243194           51476.40 
  3.243333           51490.80 
  3.243472           51463.30 
  3.243611           51495.80 
  3.243750           51492.80 
  3.243889           51493.50 
  3.244028           51492.70 
  3.244167           51492.80 
  3.244306           51492.00 
  3.244444           51492.00 
  3.244583           51491.70 
  3.244722           51492.00 
  3.244861           51492.30 
  3.245000           51263.20 
  3.245139           51483.30 
  3.245278           51493.40 
  3.245417           51490.20 
  3.245556           51492.20 
  3.245694           51492.80 
  3.245833           51492.60 
  3.245972           51492.80 
  3.246111           51490.90 
  3.246250           51235.40 
  3.246389           51489.50 
  3.246528           51493.90 
  3.246667           51489.70 
  3.246806           51492.50 
  3.246944           51491.20 
  3.247083           51493.20 
  3.247222           51492.80 
  3.247361           51492.00 
  3.247500           51491.20 
  3.247639           51491.10 
  3.247778           51491.50 
  3.247917           51492.30 
  3.248056           51490.90 
  3.248194           51491.90 
  3.248333           51492.20 
  3.248472           51491.10 
  3.248611           51491.00 
  3.248750           51490.80 
  3.248889           51492.30 
  3.249028           51493.10 
  3.249167           51492.20 
  3.249306           51491.20 
  3.249444           51492.10 
  3.249583           51492.50 
  3.249722           51491.60 
  3.249861           51492.40 
  3.250000           51491.40 
  3.250139           51492.30 
  3.250278           51491.80 
  3.250417           51491.30 
  3.250556           51493.30 
  3.250694           51496.10 
  3.250833           51494.00 
  3.250972           51493.00 
  3.251111           51491.90 
  3.251250           51493.00 
  3.251389           51490.60 
  3.251528           51492.60 
  3.251667           51491.60 
  3.251806           51491.20 
  3.251944           51490.70 
  3.252083           51491.80 
  3.252222           51491.80 
  3.252361           51493.50 
  3.252500           51493.00 
  3.252639           51493.30 
  3.252778           51491.40 
  3.252917           51492.00 
  3.253056           51492.50 
  3.253194           51492.90 
  3.253333           51494.00 
  3.253472           51494.50 
  3.253611           51485.60 
  3.253750           51502.00 
  3.253889           51493.30 
  3.254028           51491.30 
  3.254167           51492.30 
  3.254306           51492.90 
  3.254444           51491.90 
  3.254583           51492.60 
  3.254722           51492.90 
  3.254861           51493.40 
  3.255000           51493.30 
  3.255139           51487.20 
  3.255278           51508.10 
  3.255417           51485.20 
  3.255556           51266.10 
  3.255694           48225.10 
  3.255833           51742.90 
  3.255972           49174.40 
  3.256111           50047.50 
  3.256250           49339.30 
  3.256389           51074.70 
  3.256528           52071.50 
  3.256667           46624.00 
  3.256806           46558.20 
  3.256944           51883.60 
  3.257083           47154.70 
  3.257222           48134.70 
  3.257361           50347.00 
  3.257500           48929.90 
  3.257639           49070.80 
  3.257778           51038.20 
  3.257917           50762.70 
  3.258056           51023.60 
  3.258194           51478.30 
  3.258333           51492.10 
  3.258472           51490.50 
  3.258611           51493.50 
  3.258750           51498.20 
  3.258889           51506.70 
  3.259028           51494.30 
  3.259167           51497.70 
  3.259306           51448.50 
  3.259444           51376.60 
  3.259583           51245.60 
  3.259722           48239.20 
  3.259861           49403.30 
  3.260000           50498.90 
  3.260139           51016.30 
  3.260278           50994.50 
  3.260417           51122.80 
  3.260556           51531.80 
  3.260694           51487.70 
  3.260833           51479.10 
  3.260972           51250.10 
  3.261111           51490.20 
  3.261250           51492.40 
  3.261389           51486.00 
  3.261528           51491.60 
  3.261667           51491.60 
  3.261806           51493.40 
  3.261944           51492.90 
  3.262083           51492.40 
  3.262222           51492.20 
  3.262361           51492.60 
  3.262500           51492.60 
  3.262639           51492.80 
  3.262778           51493.50 
  3.262917           51491.20 
  3.263056           51492.20 
  3.263194           51492.10 
  3.263333           51491.70 
  3.263472           51491.60 
  3.263611           51493.40 
  3.263750           51493.00 
  3.263889           51492.40 
  3.264028           51492.70 
  3.264167           51493.30 
  3.264306           51491.50 
  3.264444           51492.40 
  3.264583           51522.30 
  3.264722           50559.20 
  3.264861           51484.20 
  3.265000           51483.60 
  3.265139           51459.70 
  3.265278           51260.50 
  3.265417           51479.50 
  3.265556           51478.60 
  3.265694           51479.00 
  3.265833           51719.90 
  3.265972           51498.20 
  3.266111           51488.20 
  3.266250           51334.50 
  3.266389           51492.20 
  3.266528           51492.20 
  3.266667           51491.90 
  3.266806           51492.40 
  3.266944           51491.90 
  3.267083           51491.80 
  3.267222           51492.50 
  3.267361           51493.20 
  3.267500           51492.60 
  3.267639           51492.10 
  3.267778           51489.40 
  3.267917           51492.80 
  3.268056           51484.10 
  3.268194           51493.00 
  3.268333           51492.30 
  3.268472           51491.20 
  3.268611           51491.10 
  3.268750           51491.20 
  3.268889           51492.40 
  3.269028           51491.70 
  3.269167           51492.70 
  3.269306           51492.80 
  3.269444           51492.20 
  3.269583           51493.40 
  3.269722           51491.90 
  3.269861           51493.80 
  3.270000           51488.60 
  3.270139           51238.40 
  3.270278           51462.80 
  3.270417           51483.20 
  3.270556           51493.00 
  3.270694           51492.00 
  3.270833           51492.50 
  3.270972           51491.50 
  3.271111           51493.20 
  3.271250           51492.30 
  3.271389           51492.50 
  3.271528           51491.60 
  3.271667           51492.60 
  3.271806           51492.90 
  3.271944           51490.60 
  3.272083           51491.80 
  3.272222           51490.70 
  3.272361           51491.40 
  3.272500           51492.50 
  3.272639           51493.10 
  3.272778           51491.80 
  3.272917           51491.70 
  3.273056           51490.90 
  3.273194           51493.70 
  3.273333           51493.00 
  3.273472           51492.30 
  3.273611           51492.90 
  3.273750           51492.50 
  3.273889           51492.30 
  3.274028           51491.00 
  3.274167           51492.30 
  3.274306           51492.90 
  3.274444           51492.60 
  3.274583           51491.90 
  3.274722           51492.50 
  3.274861           51492.80 
  3.275000           51491.70 
  3.275139           51490.40 
  3.275278           51492.50 
  3.275417           51491.30 
  3.275556           51491.30 
  3.275694           51490.90 
  3.275833           51491.60 
  3.275972           51492.50 
  3.276111           51493.70 
  3.276250           51492.20 
  3.276389           51492.10 
  3.276528           51491.90 
  3.276667           51491.90 
  3.276806           51492.30 
  3.276944           51480.30 
  3.277083           51471.80 
  3.277222           51491.90 
  3.277361           51490.90 
  3.277500           51493.40 
  3.277639           51491.40 
  3.277778           51491.80 
  3.277917           51490.60 
  3.278056           51467.90 
  3.278194           51491.00 
  3.278333           51480.10 
  3.278472           51490.00 
  3.278611           51249.80 
  3.278750           51356.60 
  3.278889           51234.70 
  3.279028           51061.00 
  3.279167           51681.50 
  3.279306           48479.40 
  3.279444           50314.40 
  3.279583           51013.20 
  3.279722           51461.70 
  3.279861           50286.10 
  3.280000           49833.90 
  3.280139           50090.20 
  3.280278           51047.70 
  3.280417           51464.40 
  3.280556           51494.00 
  3.280694           51487.80 
  3.280833           51492.80 
  3.280972           51492.30 
  3.281111           51492.40 
  3.281250           51491.90 
  3.281389           51492.10 
  3.281528           51484.10 
  3.281667           51250.70 
  3.281806           51496.60 
  3.281944           51494.40 
  3.282083           51501.90 
  3.282222           50493.60 
  3.282361           48449.20 
  3.282500           48080.10 
  3.282639           50059.80 
  3.282778           47186.10 
  3.282917           48933.00 
  3.283056           48252.10 
  3.283194           49218.50 
  3.283333           49677.20 
  3.283472           50584.80 
  3.283611           48909.30 
  3.283750           47503.40 
  3.283889           49125.40 
  3.284028           49171.90 
  3.284167           50017.80 
  3.284306           50546.60 
  3.284444           44437.20 
  3.284583           47000.00 
  3.284722           48426.20 
  3.284861           48658.60 
  3.285000           50080.90 
  3.285139           51115.10 
  3.285278           51286.90 
  3.285417           51474.90 
  3.285556           51481.20 
  3.285694           51494.60 
  3.285833           51491.90 
  3.285972           51491.10 
  3.286111           51493.10 
  3.286250           51493.30 
  3.286389           51492.70 
  3.286528           51492.70 
  3.286667           51484.20 
  3.286806           51526.30 
  3.286944           51254.20 
  3.287083           51495.10 
  3.287222           51269.60 
  3.287361           51493.90 
  3.287500           51494.50 
  3.287639           51493.30 
  3.287778           51493.50 
  3.287917           51491.50 
  3.288056           51491.30 
  3.288194           51491.90 
  3.288333           51493.00 
  3.288472           51493.80 
  3.288611           51493.50 
  3.288750           51491.60 
  3.288889           50783.20 
  3.289028           50757.80 
  3.289167           51483.20 
  3.289306           51481.00 
  3.289444           51219.30 
  3.289583           51478.20 
  3.289722           51486.70 
  3.289861           51492.20 
  3.290000           51490.60 
  3.290139           51493.50 
  3.290278           51490.80 
  3.290417           51491.00 
  3.290556           51496.60 
  3.290694           51490.60 
  3.290833           51226.50 
  3.290972           50797.30 
  3.291111           50777.10 
  3.291250           50570.80 
  3.291389           50750.60 
  3.291528           51218.30 
  3.291667           51235.40 
  3.291806           51490.50 
  3.291944           51493.60 
  3.292083           51493.00 
  3.292222           51492.10 
  3.292361           51491.20 
  3.292500           51491.90 
  3.292639           51492.30 
  3.292778           51492.90 
  3.292917           51490.60 
  3.293056           51492.60 
  3.293194           51493.50 
  3.293333           51491.60 
  3.293472           51492.60 
  3.293611           51490.80 
  3.293750           51492.00 
  3.293889           51492.10 
  3.294028           51492.60 
  3.294167           51491.50 
  3.294306           51492.90 
  3.294444           51493.30 
  3.294583           51491.80 
  3.294722           51492.20 
  3.294861           51494.80 
  3.295000           51498.00 
  3.295139           51258.00 
  3.295278           51498.30 
  3.295417           51442.80 
  3.295556           51492.90 
  3.295694           51493.40 
  3.295833           51493.40 
  3.295972           51491.70 
  3.296111           51492.40 
  3.296250           51492.90 
  3.296389           51493.30 
  3.296528           51491.70 
  3.296667           51493.20 
  3.296806           51491.40 
  3.296944           51491.50 
  3.297083           51492.70 
  3.297222           51278.60 
  3.297361           51488.50 
  3.297500           51490.50 
  3.297639           51491.70 
  3.297778           51491.00 
  3.297917           51492.80 
  3.298056           51492.90 
  3.298194           51492.00 
  3.298333           51492.80 
  3.298472           51493.80 
  3.298611           51492.70 
  3.298750           51491.30 
  3.298889           51491.10 
  3.299028           51491.50 
  3.299167           51492.90 
  3.299306           51492.30 
  3.299444           51491.30 
  3.299583           51493.50 
  3.299722           51491.80 
  3.299861           51490.10 
  3.300000           51494.10 
  3.300139           51499.40 
  3.300278           51490.40 
  3.300417           51491.40 
  3.300556           51491.80 
  3.300694           51490.00 
  3.300833           51490.90 
  3.300972           51490.80 
  3.301111           51492.40 
  3.301250           51491.70 
  3.301389           51492.40 
  3.301528           51493.10 
  3.301667           51492.70 
  3.301806           51492.10 
  3.301944           51495.10 
  3.302083           51491.10 
  3.302222           51482.60 
  3.302361           50987.70 
  3.302500           51521.90 
  3.302639           51051.80 
  3.302778           51486.30 
  3.302917           51025.30 
  3.303056           51487.50 
  3.303194           51485.70 
  3.303333           51489.60 
  3.303472           51474.00 
  3.303611           51493.70 
  3.303750           51493.00 
  3.303889           51489.40 
  3.304028           51474.70 
  3.304167           51492.60 
  3.304306           51493.30 
  3.304444           51492.90 
  3.304583           51494.40 
  3.304722           51484.10 
  3.304861           51493.50 
  3.305000           51499.80 
  3.305139           51491.20 
  3.305278           49829.00 
  3.305417           50769.40 
  3.305556           51489.40 
  3.305694           50082.70 
  3.305833           49874.00 
  3.305972           50486.90 
  3.306111           48862.00 
  3.306250           49597.00 
  3.306389           50316.10 
  3.306528           51467.00 
  3.306667           51486.80 
  3.306806           51242.00 
  3.306944           50796.50 
  3.307083           51249.40 
  3.307222           50783.40 
  3.307361           50504.80 
  3.307500           49385.00 
  3.307639           50552.20 
  3.307778           50098.10 
  3.307917           50119.50 
  3.308056           48896.50 
  3.308194           50556.90 
  3.308333           50792.50 
  3.308472           51475.00 
  3.308611           51480.50 
  3.308750           51496.50 
  3.308889           51488.20 
  3.309028           51234.90 
  3.309167           49613.50 
  3.309306           51274.10 
  3.309444           51030.60 
  3.309583           51233.70 
  3.309722           50334.30 
  3.309861           50563.10 
  3.310000           51484.30 
  3.310139           51226.80 
  3.310278           51245.50 
  3.310417           51035.70 
  3.310556           51016.00 
  3.310694           51231.20 
  3.310833           51005.00 
  3.310972           51210.70 
  3.311111           51497.50 
  3.311250           50747.80 
  3.311389           49486.20 
  3.311528           49107.60 
  3.311667           48012.20 
  3.311806           48236.30 
  3.311944           51707.30 
  3.312083           50394.30 
  3.312222           51029.20 
  3.312361           50757.50 
  3.312500           51255.00 
  3.312639           51022.20 
  3.312778           51500.70 
  3.312917           51508.10 
  3.313056           51456.20 
  3.313194           51493.00 
  3.313333           51495.40 
  3.313472           51491.10 
  3.313611           51493.30 
  3.313750           51494.10 
  3.313889           51492.40 
  3.314028           51494.10 
  3.314167           51492.80 
  3.314306           51492.70 
  3.314444           51493.90 
  3.314583           51492.90 
  3.314722           51493.70 
  3.314861           51492.50 
  3.315000           51491.80 
  3.315139           51492.90 
  3.315278           51476.80 
  3.315417           51008.30 
  3.315556           51506.30 
  3.315694           51505.00 
  3.315833           51466.20 
  3.315972           51489.60 
  3.316111           51491.70 
  3.316250           51494.00 
  3.316389           51492.80 
  3.316528           51492.50 
  3.316667           51492.40 
  3.316806           51492.00 
  3.316944           51492.80 
  3.317083           51493.90 
  3.317222           51497.30 
  3.317361           51233.30 
  3.317500           51475.60 
  3.317639           51470.80 
  3.317778           51461.90 
  3.317917           51492.30 
  3.318056           51490.10 
  3.318194           51492.40 
  3.318333           51495.30 
  3.318472           51493.70 
  3.318611           51492.80 
  3.318750           51493.60 
  3.318889           51493.10 
  3.319028           51492.30 
  3.319167           51493.30 
  3.319306           50548.20 
  3.319444           52113.10 
  3.319583           48460.00 
  3.319722           48379.90 
  3.319861           47624.60 
  3.320000           47452.40 
  3.320139           48858.30 
  3.320278           48045.60 
  3.320417           49136.40 
  3.320556           45783.90 
  3.320694           49413.00 
  3.320833           46962.70 
  3.320972           48673.60 
  3.321111           49165.70 
  3.321250           51233.90 
  3.321389           51029.30 
  3.321528           52356.60 
  3.321667           53241.60 
  3.321806           49346.10 
  3.321944           51023.30 
  3.322083           51229.40 
  3.322222           51494.60 
  3.322361           51498.10 
  3.322500           51508.10 
  3.322639           51509.80 
  3.322778           51481.40 
  3.322917           51493.20 
  3.323056           51493.30 
  3.323194           51492.20 
  3.323333           51483.70 
  3.323472           51239.20 
  3.323611           51502.30 
  3.323750           50776.00 
  3.323889           51264.40 
  3.324028           51483.50 
  3.324167           51490.60 
  3.324306           51495.10 
  3.324444           51491.50 
  3.324583           51492.60 
  3.324722           51493.40 
  3.324861           51491.90 
  3.325000           51493.90 
  3.325139           51492.40 
  3.325278           51493.00 
  3.325417           51446.80 
  3.325556           51227.90 
  3.325694           50578.40 
  3.325833           50075.80 
  3.325972           50769.90 
  3.326111           51518.40 
  3.326250           51460.00 
  3.326389           51495.00 
  3.326528           51467.90 
  3.326667           51494.70 
  3.326806           51477.60 
  3.326944           51495.10 
  3.327083           51494.40 
  3.327222           51496.10 
  3.327361           51492.70 
  3.327500           51495.10 
  3.327639           51494.20 
  3.327778           51490.30 
  3.327917           51492.90 
  3.328056           51493.30 
  3.328194           51494.70 
  3.328333           51494.20 
  3.328472           51492.10 
  3.328611           51491.80 
  3.328750           51493.20 
  3.328889           51492.60 
  3.329028           51492.30 
  3.329167           51494.00 
  3.329306           51519.70 
  3.329444           51491.00 
  3.329583           51511.10 
  3.329722           51494.00 
  3.329861           51493.50 
  3.330000           51491.70 
  3.330139           51453.80 
  3.330278           51508.30 
  3.330417           51491.30 
  3.330556           51477.20 
  3.330694           51494.00 
  3.330833           51494.70 
  3.330972           46123.90 
  3.331111           47593.80 
  3.331250           43445.20 
  3.331389           43030.10 
  3.331528           49357.70 
  3.331667           43075.40 
  3.331806           43049.80 
  3.331944           46685.50 
  3.332083           47792.40 
  3.332222           47257.00 
  3.332361           48984.90 
  3.332500           50694.40 
  3.332639           49404.40 
  3.332778           48575.00 
  3.332917           46583.20 
  3.333056           48619.70 
  3.333194           47742.90 
  3.333333           50297.60 
  3.333472           47529.10 
  3.333611           49356.10 
  3.333750           50569.20 
  3.333889           50351.10 
  3.334028           47843.70 
  3.334167           52446.20 
  3.334306           49185.00 
  3.334444           48219.60 
  3.334583           49154.80 
  3.334722           50751.20 
  3.334861           51141.80 
  3.335000           51033.10 
  3.335139           51486.80 
  3.335278           51495.50 
  3.335417           51493.00 
  3.335556           51493.40 
  3.335694           51494.10 
  3.335833           51492.20 
  3.335972           51492.60 
  3.336111           51493.40 
  3.336250           51493.00 
  3.336389           51490.60 
  3.336528           51518.50 
  3.336667           51269.00 
  3.336806           51277.00 
  3.336944           51275.40 
  3.337083           49836.00 
  3.337222           52936.30 
  3.337361           54171.10 
  3.337500           54677.60 
  3.337639           51799.90 
  3.337778           48665.60 
  3.337917           45256.70 
  3.338056           47682.70 
  3.338194           44318.80 
  3.338333           44856.60 
  3.338472           43754.70 
  3.338611           43792.70 
  3.338750           44925.30 
  3.338889           44691.00 
  3.339028           46632.80 
  3.339167           47675.50 
  3.339306           46864.60 
  3.339444           48939.80 
  3.339583           44473.70 
  3.339722           48040.70 
  3.339861           43981.30 
  3.340000           50124.10 
  3.340139           44268.50 
  3.340278           44962.70 
  3.340417           44699.00 
  3.340556           44925.80 
  3.340694           51476.50 
  3.340833           51491.80 
  3.340972           51488.60 
  3.341111           51494.00 
  3.341250           51492.90 
  3.341389           51492.10 
  3.341528           51492.80 
  3.341667           51491.50 
  3.341806           51491.10 
  3.341944           51483.20 
  3.342083           51479.10 
  3.342222           51485.10 
  3.342361           51493.00 
  3.342500           51492.20 
  3.342639           51493.00 
  3.342778           51487.40 
  3.342917           51489.50 
  3.343056           51498.50 
  3.343194           51479.10 
  3.343333           50782.50 
  3.343472           51255.20 
  3.343611           48916.80 
  3.343750           49344.90 
  3.343889           52281.10 
  3.344028           54447.20 
  3.344167           53029.70 
  3.344306           53005.80 
  3.344444           50814.10 
  3.344583           48013.80 
  3.344722           48671.90 
  3.344861           46590.10 
  3.345000           43382.00 
  3.345139           48925.90 
  3.345278           48677.70 
  3.345417           48149.60 
  3.345556           43586.90 
  3.345694           45540.20 
  3.345833           48747.10 
  3.345972           47265.20 
  3.346111           47939.30 
  3.346250           48248.40 
  3.346389           50103.40 
  3.346528           47816.70 
  3.346667           46693.40 
  3.346806           45556.70 
  3.346944           47973.00 
  3.347083           49960.40 
  3.347222           48465.60 
  3.347361           48560.00 
  3.347500           47529.30 
  3.347639           45775.80 
  3.347778           48398.20 
  3.347917           42562.00 
  3.348056           45784.10 
  3.348194           48410.40 
