//Flight 0
//Date 2008/04/28
Random  Base1
  4.370972           51470.40 
  4.371111           51491.10 
  4.371250           51316.30 
  4.371389           50495.40 
  4.371528           50595.90 
  4.371667           51280.20 
  4.371806           51503.60 
  4.371944           51486.70 
  4.372083           51247.00 
  4.372222           51464.40 
  4.372361           51482.30 
  4.372500           51015.20 
  4.372639           51484.50 
  4.372778           51488.40 
  4.372917           51487.10 
  4.373056           51490.10 
  4.373194           51487.20 
  4.373333           51495.80 
  4.373472           51497.30 
  4.373611           51045.40 
  4.373750           51722.00 
  4.373889           51720.40 
  4.374028           51489.00 
  4.374167           51484.90 
  4.374306           51486.10 
  4.374444           51468.40 
  4.374583           51496.00 
  4.374722           51492.50 
  4.374861           51489.30 
  4.375000           51488.30 
  4.375139           51488.30 
  4.375278           51469.90 
  4.375417           51262.50 
  4.375556           51234.70 
  4.375694           51224.50 
  4.375833           51255.80 
  4.375972           51252.80 
  4.376111           51453.00 
  4.376250           51251.00 
  4.376389           51464.30 
  4.376528           51479.20 
  4.376667           51235.00 
  4.376806           51256.80 
  4.376944           51038.10 
  4.377083           51517.40 
  4.377222           51491.30 
  4.377361           51482.00 
  4.377500           51486.20 
  4.377639           51489.10 
  4.377778           51488.50 
  4.377917           51487.50 
  4.378056           51492.00 
  4.378194           51492.70 
  4.378333           51446.20 
  4.378472           51486.00 
  4.378611           51452.50 
  4.378750           49830.90 
  4.378889           51040.30 
  4.379028           51227.20 
  4.379167           47668.90 
  4.379306           48716.30 
  4.379444           50084.50 
  4.379583           47800.10 
  4.379722           47556.00 
  4.379861           48785.90 
  4.380000           51515.20 
  4.380139           47660.40 
  4.380278           47987.10 
  4.380417           48422.80 
  4.380556           50817.30 
  4.380694           47008.80 
  4.380833           49951.70 
  4.380972           49590.30 
  4.381111           50349.80 
  4.381250           49623.10 
  4.381389           50751.80 
  4.381528           51486.10 
  4.381667           51251.10 
  4.381806           51248.20 
  4.381944           51483.30 
  4.382083           51482.90 
  4.382222           51477.90 
  4.382361           51487.30 
  4.382500           51487.50 
  4.382639           51487.90 
  4.382778           51488.90 
  4.382917           51487.70 
  4.383056           51488.70 
  4.383194           51489.30 
  4.383333           51481.90 
  4.383472           51232.50 
  4.383611           51288.60 
  4.383750           51476.90 
  4.383889           51261.50 
  4.384028           48916.00 
  4.384167           48817.30 
  4.384306           49601.70 
  4.384444           51240.90 
  4.384583           51501.20 
  4.384722           51478.50 
  4.384861           51484.50 
  4.385000           51459.70 
  4.385139           51491.50 
  4.385278           51260.10 
  4.385417           51510.50 
  4.385556           51264.50 
  4.385694           51466.30 
  4.385833           51472.00 
  4.385972           51422.70 
  4.386111           51201.90 
  4.386250           51230.70 
  4.386389           51454.90 
  4.386528           51253.20 
  4.386667           51489.50 
  4.386806           51489.40 
  4.386944           51252.30 
  4.387083           51489.80 
  4.387222           51488.90 
  4.387361           51488.20 
  4.387500           51490.00 
  4.387639           51487.30 
  4.387778           51487.90 
  4.387917           51466.20 
  4.388056           51480.20 
  4.388194           51252.90 
  4.388333           51484.00 
  4.388472           50312.00 
  4.388611           52918.50 
  4.388750           47098.40 
  4.388889           49320.40 
  4.389028           51299.00 
  4.389167           51444.90 
  4.389306           50723.70 
  4.389444           49367.80 
  4.389583           50061.90 
  4.389722           51486.80 
  4.389861           51021.50 
  4.390000           51472.80 
  4.390139           51477.70 
  4.390278           51496.90 
  4.390417           51452.70 
  4.390556           51487.80 
  4.390694           51486.90 
  4.390833           51487.50 
  4.390972           51487.70 
  4.391111           51487.10 
  4.391250           51488.30 
  4.391389           51478.30 
  4.391528           51244.70 
  4.391667           51245.40 
  4.391806           51496.10 
  4.391944           51483.90 
  4.392083           50514.00 
  4.392222           51418.20 
  4.392361           51511.20 
  4.392500           51492.60 
  4.392639           51474.70 
  4.392778           51487.90 
  4.392917           51489.10 
  4.393056           51487.80 
  4.393194           51447.10 
  4.393333           51479.40 
  4.393472           51481.80 
  4.393611           51467.00 
  4.393750           51014.00 
  4.393889           48356.60 
  4.394028           49326.70 
  4.394167           50528.50 
  4.394306           51224.90 
  4.394444           48466.90 
  4.394583           50733.60 
  4.394722           48674.00 
  4.394861           49612.10 
  4.395000           50801.50 
  4.395139           50253.60 
  4.395278           47974.30 
  4.395417           50537.10 
  4.395556           52533.70 
  4.395694           47526.00 
  4.395833           53277.90 
  4.395972           49269.10 
  4.396111           49253.40 
  4.396250           49665.60 
  4.396389           50082.20 
  4.396528           51284.80 
  4.396667           51458.50 
  4.396806           50759.90 
  4.396944           51467.90 
  4.397083           51485.40 
  4.397222           51489.00 
  4.397361           51487.10 
  4.397500           51486.70 
  4.397639           51487.60 
  4.397778           51488.60 
  4.397917           51488.70 
  4.398056           51491.20 
  4.398194           51487.90 
  4.398333           51489.60 
  4.398472           51231.60 
  4.398611           51448.00 
  4.398750           51231.60 
  4.398889           51274.70 
  4.399028           51482.30 
  4.399167           54132.60 
  4.399306           49487.20 
  4.399444           49853.80 
  4.399583           50539.70 
  4.399722           50815.40 
  4.399861           51282.80 
  4.400000           53775.20 
  4.400139           52406.90 
  4.400278           50300.10 
  4.400417           51519.30 
  4.400556           48339.00 
  4.400694           47428.60 
  4.400833           50054.30 
  4.400972           43330.50 
  4.401111           40208.30 
  4.401250           40225.40 
  4.401389           41862.50 
  4.401528           43994.00 
  4.401667           41584.50 
  4.401806           43978.60 
  4.401944           44983.60 
  4.402083           44680.30 
  4.402222           45157.80 
  4.402361           51260.30 
  4.402500           51005.10 
  4.402639           51495.20 
  4.402778           51487.90 
  4.402917           51255.90 
  4.403056           50311.60 
  4.403194           51264.70 
  4.403333           51249.10 
  4.403472           51494.30 
  4.403611           51501.90 
  4.403750           51485.50 
  4.403889           51483.80 
  4.404028           51489.30 
  4.404167           51488.90 
  4.404306           51487.70 
  4.404444           51488.10 
  4.404583           51487.50 
  4.404722           51488.40 
  4.404861           51489.30 
  4.405000           51488.70 
  4.405139           51489.50 
  4.405278           51486.20 
  4.405417           51241.70 
  4.405556           51491.20 
  4.405694           51489.60 
  4.405833           51486.00 
  4.405972           51481.80 
  4.406111           51487.70 
  4.406250           51487.00 
  4.406389           51489.20 
  4.406528           51487.70 
  4.406667           51487.60 
  4.406806           51487.90 
  4.406944           51489.00 
  4.407083           51487.90 
  4.407222           51488.00 
  4.407361           51488.10 
  4.407500           51488.00 
  4.407639           51488.40 
  4.407778           51489.50 
  4.407917           51489.90 
  4.408056           51486.70 
  4.408194           51489.10 
  4.408333           51488.20 
  4.408472           51488.80 
  4.408611           51485.00 
  4.408750           51489.10 
  4.408889           51467.20 
  4.409028           51033.00 
  4.409167           51485.20 
  4.409306           51490.70 
  4.409444           51492.90 
  4.409583           51469.00 
  4.409722           51490.70 
  4.409861           51487.60 
  4.410000           51489.10 
  4.410139           51488.30 
  4.410278           51488.00 
  4.410417           51489.20 
  4.410556           51488.50 
  4.410694           51488.50 
  4.410833           51488.70 
  4.410972           51487.60 
  4.411111           51490.40 
  4.411250           51485.70 
  4.411389           51485.70 
  4.411528           51490.70 
  4.411667           51489.80 
  4.411806           51487.00 
  4.411944           51488.80 
  4.412083           51488.40 
  4.412222           51487.90 
  4.412361           51489.50 
  4.412500           51488.60 
  4.412639           51488.10 
  4.412778           51475.50 
  4.412917           51468.00 
  4.413056           50998.30 
  4.413194           51468.30 
  4.413333           51485.70 
  4.413472           51021.80 
  4.413611           51482.90 
  4.413750           51268.20 
  4.413889           50100.70 
  4.414028           51012.60 
  4.414167           51244.00 
  4.414306           51257.00 
  4.414444           51468.30 
  4.414583           51470.00 
  4.414722           51505.60 
  4.414861           51226.30 
  4.415000           50551.70 
  4.415139           51480.30 
  4.415278           51028.90 
  4.415417           51301.50 
  4.415556           51248.80 
  4.415694           51487.70 
  4.415833           51480.60 
  4.415972           51494.70 
  4.416111           51490.40 
  4.416250           51487.60 
  4.416389           51488.30 
  4.416528           51488.50 
  4.416667           51488.30 
  4.416806           51487.30 
  4.416944           51481.00 
  4.417083           51009.80 
  4.417222           51485.90 
  4.417361           51487.20 
  4.417500           51497.80 
  4.417639           51485.50 
  4.417778           51479.20 
  4.417917           51492.00 
  4.418056           51487.90 
  4.418194           51485.80 
  4.418333           51489.50 
  4.418472           51476.40 
  4.418611           51488.70 
  4.418750           51487.30 
  4.418889           51488.30 
  4.419028           51489.50 
  4.419167           51487.80 
  4.419306           51488.50 
  4.419444           51487.50 
  4.419583           51489.20 
  4.419722           51493.30 
  4.419861           51721.00 
  4.420000           53968.10 
  4.420139           48741.60 
  4.420278           48435.20 
  4.420417           50766.90 
  4.420556           51211.80 
  4.420694           50822.30 
  4.420833           51488.90 
  4.420972           50530.90 
  4.421111           51474.60 
  4.421250           51476.60 
  4.421389           51464.90 
  4.421528           51489.70 
  4.421667           51469.70 
  4.421806           51492.40 
  4.421944           51474.90 
  4.422083           51277.60 
  4.422222           51465.70 
  4.422361           51476.10 
  4.422500           51240.70 
  4.422639           51472.50 
  4.422778           51486.90 
  4.422917           51483.30 
  4.423056           51486.50 
  4.423194           51488.60 
  4.423333           51486.30 
  4.423472           51486.90 
  4.423611           51487.90 
  4.423750           51488.40 
  4.423889           51488.60 
  4.424028           51487.60 
  4.424167           51487.50 
  4.424306           51487.80 
  4.424444           51486.80 
  4.424583           51487.90 
  4.424722           51486.90 
  4.424861           51050.30 
  4.425000           49713.90 
  4.425139           51192.10 
  4.425278           51237.50 
  4.425417           51505.20 
  4.425556           51251.10 
  4.425694           51481.30 
  4.425833           51483.00 
  4.425972           51481.90 
  4.426111           51488.40 
  4.426250           51489.00 
  4.426389           51487.70 
  4.426528           51487.10 
  4.426667           51496.30 
  4.426806           51267.90 
  4.426944           51015.90 
  4.427083           51480.80 
  4.427222           51035.40 
  4.427361           45391.00 
  4.427500           47670.30 
  4.427639           48254.80 
  4.427778           43790.10 
  4.427917           43303.70 
  4.428056           44469.10 
  4.428194           43752.40 
  4.428333           43760.10 
  4.428472           44928.00 
  4.428611           44932.30 
  4.428750           51516.20 
  4.428889           51457.60 
  4.429028           51239.30 
  4.429167           51489.30 
  4.429306           51491.90 
  4.429444           51479.70 
  4.429583           51464.40 
  4.429722           51491.10 
  4.429861           51481.80 
  4.430000           51491.50 
  4.430139           51493.30 
  4.430278           51491.00 
  4.430417           51484.90 
  4.430556           51228.40 
  4.430694           51216.10 
  4.430833           51588.40 
  4.430972           49751.80 
  4.431111           53331.80 
  4.431250           48246.50 
  4.431389           49075.50 
  4.431528           50030.70 
  4.431667           52663.40 
  4.431806           53258.10 
  4.431944           53071.20 
  4.432083           49405.00 
  4.432222           52615.10 
  4.432361           47018.00 
  4.432500           47249.10 
  4.432639           48205.50 
  4.432778           47970.00 
  4.432917           47790.70 
  4.433056           46591.50 
  4.433194           45855.50 
  4.433333           50852.70 
  4.433472           49078.30 
  4.433611           49576.50 
  4.433750           49869.30 
  4.433889           50320.10 
  4.434028           50104.30 
  4.434167           46570.60 
  4.434306           47494.80 
  4.434444           46236.70 
  4.434583           49150.60 
  4.434722           49080.70 
  4.434861           49877.10 
  4.435000           49553.40 
  4.435139           47995.60 
  4.435278           47926.90 
  4.435417           46983.20 
  4.435556           48417.30 
  4.435694           45211.90 
  4.435833           46148.00 
  4.435972           42951.00 
  4.436111           47684.60 
  4.436250           47958.20 
  4.436389           47620.20 
  4.436528           47770.90 
  4.436667           43717.90 
  4.436806           47975.30 
  4.436944           42676.50 
  4.437083           50225.30 
  4.437222           49817.50 
  4.437361           48300.20 
  4.437500           48378.40 
  4.437639           49847.90 
  4.437778           50711.20 
  4.437917           46989.40 
  4.438056           52876.70 
  4.438194           53447.40 
  4.438333           46963.40 
  4.438472           46331.20 
  4.438611           44742.00 
  4.438750           44858.50 
  4.438889           47042.70 
  4.439028           43084.90 
  4.439167           48936.90 
  4.439306           47677.40 
  4.439444           46130.00 
  4.439583           43140.90 
  4.439722           45858.40 
  4.439861           50352.40 
  4.440000           53101.20 
  4.440139           49193.50 
  4.440278           52693.80 
  4.440417           47944.50 
  4.440556           49394.00 
  4.440694           47947.30 
  4.440833           50481.50 
  4.440972           50953.70 
  4.441111           51489.10 
  4.441250           51483.50 
  4.441389           51498.20 
  4.441528           51492.60 
  4.441667           51503.50 
  4.441806           51259.10 
  4.441944           51265.60 
  4.442083           51043.40 
  4.442222           48916.80 
  4.442361           49294.30 
  4.442500           48853.50 
  4.442639           47028.00 
  4.442778           49421.10 
  4.442917           50068.70 
  4.443056           43910.00 
  4.443194           49759.10 
  4.443333           44679.50 
  4.443472           47666.00 
  4.443611           43971.20 
  4.443750           45177.10 
  4.443889           47056.40 
  4.444028           46265.90 
  4.444167           45178.10 
  4.444306           47167.80 
  4.444444           43499.50 
  4.444583           44182.00 
  4.444722           44059.30 
  4.444861           44944.10 
  4.445000           44683.10 
  4.445139           44915.40 
  4.445278           44930.70 
  4.445417           51380.80 
  4.445556           51488.40 
  4.445694           51489.50 
  4.445833           51488.60 
  4.445972           51488.90 
  4.446111           51487.90 
  4.446250           51486.90 
  4.446389           51487.30 
  4.446528           51488.30 
  4.446667           51487.80 
  4.446806           51487.60 
  4.446944           51270.30 
  4.447083           51489.60 
  4.447222           50293.90 
  4.447361           52090.50 
  4.447500           49519.80 
  4.447639           50105.30 
  4.447778           50279.40 
  4.447917           53585.30 
  4.448056           52626.20 
  4.448194           47394.00 
  4.448333           46829.30 
  4.448472           45553.40 
  4.448611           49099.60 
  4.448750           48984.00 
  4.448889           49610.50 
  4.449028           44692.80 
  4.449167           44729.00 
  4.449306           44679.30 
  4.449444           44937.00 
  4.449583           51266.80 
  4.449722           51253.90 
  4.449861           51493.80 
  4.450000           51489.20 
  4.450139           51481.10 
  4.450278           51488.40 
  4.450417           51491.80 
  4.450556           51249.90 
  4.450694           51479.20 
  4.450833           51266.80 
  4.450972           51492.00 
  4.451111           51474.40 
  4.451250           51506.50 
  4.451389           51494.90 
  4.451528           51486.40 
  4.451667           51488.70 
  4.451806           51487.90 
  4.451944           51487.70 
  4.452083           51486.80 
  4.452222           51487.10 
  4.452361           51496.40 
  4.452500           51488.50 
  4.452639           51487.10 
  4.452778           51488.80 
  4.452917           51487.40 
  4.453056           51487.50 
  4.453194           51483.00 
  4.453333           51486.60 
  4.453472           51485.50 
  4.453611           53062.70 
  4.453750           48653.70 
  4.453889           49425.20 
  4.454028           47814.40 
  4.454167           50008.60 
  4.454306           47290.50 
  4.454444           50108.30 
  4.454583           50086.40 
  4.454722           51250.00 
  4.454861           51021.20 
  4.455000           51495.70 
  4.455139           51254.60 
  4.455278           51497.90 
  4.455417           51446.50 
  4.455556           51486.60 
  4.455694           51484.70 
  4.455833           51489.40 
  4.455972           51486.60 
  4.456111           51488.10 
  4.456250           51489.00 
  4.456389           51486.90 
  4.456528           51487.40 
  4.456667           51487.60 
  4.456806           51489.60 
  4.456944           51488.30 
  4.457083           51488.50 
  4.457222           51039.30 
  4.457361           51035.70 
  4.457500           50786.90 
  4.457639           51466.00 
  4.457778           51487.30 
  4.457917           51441.40 
  4.458056           51494.10 
  4.458194           51493.10 
  4.458333           51489.50 
  4.458472           51487.90 
  4.458611           51488.80 
  4.458750           51488.50 
  4.458889           51488.50 
  4.459028           51487.60 
  4.459167           51487.60 
  4.459306           51487.10 
  4.459444           51487.10 
  4.459583           51488.50 
  4.459722           51477.80 
  4.459861           51243.80 
  4.460000           50558.90 
  4.460139           48698.80 
  4.460278           54145.40 
  4.460417           54065.60 
  4.460556           54282.80 
  4.460694           48447.10 
  4.460833           50463.60 
  4.460972           51046.90 
  4.461111           51256.50 
  4.461250           51271.60 
  4.461389           51513.00 
  4.461528           51487.80 
  4.461667           51490.40 
  4.461806           51486.70 
  4.461944           51487.80 
  4.462083           51488.50 
  4.462222           51486.60 
  4.462361           51488.20 
  4.462500           51490.20 
  4.462639           49647.50 
  4.462778           50785.70 
  4.462917           51479.90 
  4.463056           51226.10 
  4.463194           51492.50 
  4.463333           51470.60 
  4.463472           51474.90 
  4.463611           51499.00 
  4.463750           51494.60 
  4.463889           51462.50 
  4.464028           51478.60 
  4.464167           51493.90 
  4.464306           51488.00 
  4.464444           51488.60 
  4.464583           51487.30 
  4.464722           51488.20 
  4.464861           51486.80 
  4.465000           51487.90 
  4.465139           51487.50 
  4.465278           51485.10 
  4.465417           51489.30 
  4.465556           51485.60 
  4.465694           51014.40 
  4.465833           50524.50 
  4.465972           50981.60 
  4.466111           50761.40 
  4.466250           51220.40 
  4.466389           49837.20 
  4.466528           51264.80 
  4.466667           50956.40 
  4.466806           50999.60 
  4.466944           51493.30 
  4.467083           51483.80 
  4.467222           51466.80 
  4.467361           51470.10 
  4.467500           51256.30 
  4.467639           50337.10 
  4.467778           51236.00 
  4.467917           50091.90 
  4.468056           50002.90 
  4.468194           50756.50 
  4.468333           51516.40 
  4.468472           50714.00 
  4.468611           51252.70 
  4.468750           51485.70 
  4.468889           51505.00 
  4.469028           51473.70 
  4.469167           51496.10 
  4.469306           51496.10 
  4.469444           51497.50 
  4.469583           51269.70 
  4.469722           51014.50 
  4.469861           51255.00 
  4.470000           50284.50 
  4.470139           50820.90 
  4.470278           50966.70 
  4.470417           51246.60 
  4.470556           51505.00 
  4.470694           51487.90 
  4.470833           51485.10 
  4.470972           51486.20 
  4.471111           51485.80 
  4.471250           51488.50 
  4.471389           51488.10 
  4.471528           51489.20 
  4.471667           51493.80 
  4.471806           51477.10 
  4.471944           51485.40 
  4.472083           51486.20 
  4.472222           51487.20 
  4.472361           51482.90 
  4.472500           51484.40 
  4.472639           51023.30 
  4.472778           51456.00 
  4.472917           51488.80 
  4.473056           51464.50 
  4.473194           51264.60 
  4.473333           51264.60 
  4.473472           49842.40 
  4.473611           49425.90 
  4.473750           54031.80 
  4.473889           50087.10 
  4.474028           51508.70 
  4.474167           48637.30 
  4.474306           50066.60 
  4.474444           50302.10 
  4.474583           51036.50 
  4.474722           50196.70 
  4.474861           49118.20 
  4.475000           49832.70 
  4.475139           52598.70 
  4.475278           49210.70 
  4.475417           53005.10 
  4.475556           50940.00 
  4.475694           49148.60 
  4.475833           48665.60 
  4.475972           50536.40 
  4.476111           49183.80 
  4.476250           49444.50 
  4.476389           48351.90 
  4.476528           48676.50 
  4.476667           48094.70 
  4.476806           50556.40 
  4.476944           51468.80 
  4.477083           53121.70 
  4.477222           48434.50 
  4.477361           48415.30 
  4.477500           50787.80 
  4.477639           51463.50 
  4.477778           51457.90 
  4.477917           51483.60 
  4.478056           51487.80 
  4.478194           51486.50 
  4.478333           51488.70 
  4.478472           51485.30 
  4.478611           51488.80 
  4.478750           51494.70 
  4.478889           51485.40 
  4.479028           51473.50 
  4.479167           50751.50 
  4.479306           50531.00 
  4.479444           48658.60 
  4.479583           48670.50 
  4.479722           52691.70 
  4.479861           52907.00 
  4.480000           50336.90 
  4.480139           49724.70 
  4.480278           52407.00 
  4.480417           49350.50 
  4.480556           50050.20 
  4.480694           50785.80 
  4.480833           50764.10 
  4.480972           51177.50 
  4.481111           51491.40 
  4.481250           51286.50 
  4.481389           51491.70 
  4.481528           51489.40 
  4.481667           51494.90 
  4.481806           51489.30 
  4.481944           51489.70 
  4.482083           51481.00 
  4.482222           50760.00 
  4.482361           51688.30 
  4.482500           51470.10 
  4.482639           51453.20 
  4.482778           51504.60 
  4.482917           51480.30 
  4.483056           51489.40 
  4.483194           51489.70 
  4.483333           51487.30 
  4.483472           51487.40 
  4.483611           51488.30 
  4.483750           51488.20 
  4.483889           51488.20 
  4.484028           51486.70 
  4.484167           51508.80 
  4.484306           51271.90 
  4.484444           50753.70 
  4.484583           54073.60 
  4.484722           50020.90 
  4.484861           49839.50 
  4.485000           50783.80 
  4.485139           51308.70 
  4.485278           51504.10 
  4.485417           51242.60 
  4.485556           51489.50 
  4.485694           51479.00 
  4.485833           51485.40 
  4.485972           51489.20 
  4.486111           51489.40 
  4.486250           50589.30 
  4.486389           51008.50 
  4.486528           51496.20 
  4.486667           51462.30 
  4.486806           51487.00 
  4.486944           50570.80 
  4.487083           49471.40 
  4.487222           50498.10 
  4.487361           47962.40 
  4.487500           46695.00 
  4.487639           49525.50 
  4.487778           51682.50 
  4.487917           47271.50 
  4.488056           49605.90 
  4.488194           50100.80 
  4.488333           50807.20 
  4.488472           50761.40 
  4.488611           51046.70 
  4.488750           51021.00 
  4.488889           51486.80 
  4.489028           50548.70 
  4.489167           51510.20 
  4.489306           51251.60 
  4.489444           51485.10 
  4.489583           51483.40 
  4.489722           51487.10 
  4.489861           51493.40 
  4.490000           51170.80 
  4.490139           50530.00 
  4.490278           51251.80 
  4.490417           51268.70 
  4.490556           51037.80 
  4.490694           51483.00 
  4.490833           51478.70 
  4.490972           51226.00 
  4.491111           51492.40 
  4.491250           51485.20 
  4.491389           51488.20 
  4.491528           51492.00 
  4.491667           51487.00 
  4.491806           54280.90 
  4.491944           50339.20 
  4.492083           50325.30 
  4.492222           50984.90 
  4.492361           49691.00 
  4.492500           51477.40 
  4.492639           51215.30 
  4.492778           51520.70 
  4.492917           51853.00 
  4.493056           54359.40 
  4.493194           48170.40 
  4.493333           50096.00 
  4.493472           50363.40 
  4.493611           51488.30 
  4.493750           51273.70 
  4.493889           50678.80 
  4.494167           50047.30 
  4.494306           49136.00 
  4.494444           51043.70 
  4.494583           48489.40 
  4.494722           50253.60 
  4.494861           52619.00 
  4.495000           49897.40 
  4.495139           50793.60 
  4.495278           51017.60 
  4.495417           51694.40 
  4.495556           49501.00 
  4.495694           50876.40 
  4.495833           51506.50 
  4.495972           51518.60 
  4.496111           51505.80 
  4.496250           51484.40 
  4.496389           51483.20 
  4.496528           51487.20 
  4.496667           51489.60 
  4.496806           51495.00 
  4.496944           49323.90 
  4.497083           48920.30 
  4.497222           51015.60 
  4.497361           51070.90 
  4.497500           51478.60 
  4.497639           51502.60 
  4.497778           51497.60 
  4.497917           51483.20 
  4.498056           51489.00 
  4.498194           51488.00 
  4.498333           51489.40 
  4.498472           51493.80 
  4.498611           51485.20 
  4.498750           51490.50 
  4.498889           51493.70 
  4.499028           51235.90 
  4.499167           51494.50 
  4.499306           51466.70 
  4.499444           49344.30 
  4.499583           49294.70 
  4.499722           50333.40 
  4.499861           51243.30 
  4.500000           51025.80 
  4.500139           51500.50 
  4.500278           51257.20 
  4.500417           51466.60 
  4.500556           51479.50 
  4.500694           51511.10 
  4.500833           51489.30 
  4.500972           51227.70 
  4.501111           51478.70 
  4.501250           51248.70 
  4.501389           51451.00 
  4.501528           51000.40 
  4.501667           51038.30 
  4.501806           51504.10 
  4.501944           51461.80 
  4.502083           51490.40 
  4.502222           51484.20 
  4.502361           51486.40 
  4.502500           51491.20 
  4.502639           51485.50 
  4.502778           51475.90 
  4.502917           51486.70 
  4.503056           51488.70 
  4.503194           51487.00 
  4.503333           49836.50 
  4.503472           51196.90 
  4.503611           51498.50 
  4.503750           51264.70 
  4.503889           50709.60 
  4.504028           50474.20 
  4.504167           51045.00 
  4.504306           51046.90 
  4.504444           51507.10 
  4.504583           51481.90 
  4.504722           51489.60 
  4.504861           51487.80 
  4.505000           51486.80 
  4.505139           51488.10 
  4.505278           51488.00 
  4.505417           51487.80 
  4.505556           51488.70 
  4.505694           51489.10 
  4.505833           53854.70 
  4.505972           48750.80 
  4.506111           51829.20 
  4.506250           54524.50 
  4.506389           49143.90 
  4.506528           52382.40 
  4.506667           47909.40 
  4.506806           49583.20 
  4.506944           51018.60 
  4.507083           51047.50 
  4.507222           46420.50 
  4.507361           47523.80 
  4.507500           46851.90 
  4.507639           51158.20 
  4.507778           49067.90 
  4.507917           46656.40 
  4.508056           48681.50 
  4.508194           50803.00 
  4.508333           50984.10 
  4.508472           50747.50 
  4.508611           50088.40 
  4.508750           47781.30 
  4.508889           50358.20 
  4.509028           49042.00 
  4.509167           50290.90 
  4.509306           48002.90 
  4.509444           48456.60 
  4.509583           50548.30 
  4.509722           46248.60 
  4.509861           46659.90 
  4.510000           47466.40 
  4.510139           47413.60 
  4.510278           46862.30 
  4.510417           47174.00 
  4.510556           47415.90 
  4.510694           49102.20 
  4.510833           43998.40 
  4.510972           41113.90 
  4.511111           41337.50 
  4.511250           44228.00 
  4.511389           46406.90 
  4.511528           41894.40 
  4.511667           44372.40 
  4.511806           41425.60 
  4.511944           45269.70 
  4.512083           46500.10 
  4.512222           49078.00 
  4.512361           51017.70 
  4.512500           48088.20 
  4.512639           51029.10 
  4.512778           48209.00 
  4.512917           48455.40 
  4.513056           47886.60 
  4.513194           46456.60 
  4.513333           51399.10 
  4.513472           49364.60 
  4.513611           48620.90 
  4.513750           50314.40 
  4.513889           48912.40 
  4.514028           47286.60 
  4.514167           47529.20 
  4.514306           46344.30 
  4.514444           50743.80 
  4.514583           50820.40 
  4.514722           46358.20 
  4.514861           48081.40 
  4.515000           47011.40 
  4.515139           46448.10 
  4.515278           48667.30 
  4.515417           44786.90 
  4.515556           47972.60 
  4.515694           45200.10 
  4.515833           47247.90 
  4.515972           46868.80 
  4.516111           47554.90 
  4.516250           49818.20 
  4.516389           50535.20 
  4.516528           51228.50 
  4.516667           50063.00 
  4.516806           51010.70 
  4.516944           51010.30 
  4.517083           48429.80 
  4.517222           50012.50 
  4.517361           49057.00 
  4.517500           50730.70 
  4.517639           51032.40 
  4.517778           51019.60 
  4.517917           50566.50 
  4.518056           50508.90 
  4.518194           51207.10 
  4.518333           50766.60 
  4.518472           51277.50 
  4.518611           50991.90 
  4.518750           50771.80 
  4.518889           50823.90 
  4.519028           53383.50 
  4.519167           48199.50 
  4.519306           48666.10 
  4.519444           47426.70 
  4.519583           49328.70 
  4.519722           51277.10 
  4.519861           48712.20 
  4.520000           45084.10 
  4.520139           47787.80 
  4.520278           48586.40 
  4.520417           49800.70 
  4.520556           51019.70 
  4.520694           51013.40 
  4.520833           54114.40 
  4.520972           50106.70 
  4.521111           49534.00 
  4.521250           48946.90 
  4.521389           48638.10 
  4.521528           49088.80 
  4.521667           50101.50 
  4.521806           52323.40 
  4.521944           46551.00 
  4.522083           49059.50 
  4.522222           46592.80 
  4.522361           49774.80 
  4.522500           46693.60 
  4.522639           49421.80 
  4.522778           46361.30 
  4.522917           46472.70 
  4.523056           46351.10 
  4.523194           48800.30 
  4.523333           48308.70 
  4.523472           45574.90 
  4.523611           49021.60 
  4.523750           48478.10 
  4.523889           49133.20 
  4.524028           47741.00 
  4.524167           46785.50 
  4.524306           50812.60 
  4.524444           50725.60 
  4.524583           51273.20 
  4.524722           51489.10 
  4.524861           51478.30 
  4.525000           51220.00 
  4.525139           51514.50 
  4.525278           50299.40 
  4.525417           51013.30 
  4.525556           51480.50 
  4.525694           51469.70 
  4.525833           51202.00 
  4.525972           51218.50 
  4.526111           51031.00 
  4.526250           51506.50 
  4.526389           48601.00 
  4.526528           52702.90 
  4.526667           49075.40 
  4.526806           50365.50 
  4.526944           51283.10 
  4.527083           51251.40 
  4.527222           51488.00 
  4.527361           52965.00 
  4.527500           48757.10 
  4.527639           49162.30 
  4.527778           48191.00 
  4.527917           48590.50 
  4.528056           49155.20 
  4.528194           48835.30 
  4.528333           47308.30 
  4.528472           50126.30 
  4.528611           50308.20 
  4.528750           50757.40 
  4.528889           50995.60 
  4.529028           51263.70 
  4.529167           51218.80 
  4.529306           51482.80 
  4.529444           51488.00 
  4.529583           51489.60 
  4.529722           51488.50 
  4.529861           51488.80 
  4.530000           51489.50 
  4.530139           51488.00 
  4.530278           51492.70 
  4.530417           51489.60 
  4.530556           51252.50 
  4.530694           51266.30 
  4.530833           49822.60 
  4.530972           54361.50 
  4.531111           49151.70 
  4.531250           49110.70 
  4.531389           50089.80 
  4.531528           50832.60 
  4.531667           50325.40 
  4.531806           51426.10 
  4.531944           51207.80 
  4.532083           51484.30 
  4.532222           51499.80 
  4.532361           51485.50 
  4.532500           51471.90 
  4.532639           51467.20 
